,a,b,c,d,e,f,g,h,Êä³ö
0,0.8366004898880682,0.7311945156993985,0.399943530545134,0.8110078655192484,0.5230919334850346,0.033139350506264265,0.4513749970362969,0.9487709755537768,7.666025928143838
1,0.0351095942557752,0.5895203951802733,0.471919074407237,0.28165169933042833,0.6833789410522504,0.8174022691507699,0.040923504987962156,0.7313183095931469,10.293579018941603
2,0.20894265574905024,0.22423549524544317,0.9472121497364396,0.10832998708935859,0.5813473419559663,0.6834549677900474,0.7194284307800157,0.7820210134001818,7.414996504916638
3,0.3513969718971607,0.07400255899559338,0.37344524177757477,0.920815464602721,0.9970404445222949,0.1261671600901193,0.5654730642709147,0.2428976719692637,1.6665079028792564
4,0.3202896500222593,0.7555866138408028,0.461916644191961,0.4839423479758671,0.7888672804346103,0.8569934977868131,0.3915350994107035,0.04256855835557449,11.052963907067399
5,0.9257201000075412,0.6169356219358975,0.8179071219137521,0.10417173616779463,0.6328502544238518,0.18420468444343907,0.09957962465712877,0.6019604682378674,7.868716491958961
6,0.9404182440349673,0.92248920221895,0.7081764154396456,0.5343518184373904,0.4393340702141657,0.9043772295734113,0.45640152707829085,0.8254222593997479,11.322095858222843
7,0.3239426425548786,0.15121621992849765,0.6423628965425491,0.37265546101890934,0.11267355709203586,0.9421964991239474,0.38250162807756316,0.7909536373856969,9.215571967251778
8,0.04179025458818919,0.6400233722455646,0.7000247304778827,0.7270315307363218,0.03319896012023704,0.86253610868615,0.8763761792367051,0.19663326634105516,10.422279492127739
9,0.612200134615995,0.2578358120001907,0.45493433431559804,0.4397273336328671,0.7593139784442511,0.943087733476455,0.9963644813925935,0.5450343967821982,10.17949906002693
10,0.4726743375289135,0.7257650926248187,0.06205335734488748,0.3535272250880962,0.8835205273783585,0.0461194923181204,0.14493131192539022,0.40697329407161054,7.339464212615536
11,0.34312708769977573,0.08098811595005473,0.5801151649065633,0.7228330864418521,0.22693791675108987,0.015457209030188768,0.9687767133492494,0.5537237464342295,1.5766210808400996
12,0.9723750424598362,0.8607780596850932,0.07176776700933063,0.3716818991504005,0.18005355820281743,0.4995878358213013,0.9677040481398529,0.18740221717591365,10.226513178281252
13,0.9483707424111673,0.8848906146827251,0.36782259000028994,0.902112372417354,0.9048911449622177,0.7541495420360773,0.6022891196332,0.05117881774177413,10.886331650923479
14,0.3418365254874508,0.40868840204889434,0.565643496663502,0.4442842584507838,0.9311728042097432,0.21939442855724223,0.7011802793699041,0.644558497771588,5.1399243703936905
15,0.5728994418428646,0.04805974902971932,0.403771646226856,0.4520995376264878,0.3740830702702367,0.7264346212664461,0.3851675413193766,0.12263874922375928,6.168719440936756
16,0.4529041747774749,0.8329609141410153,0.6422967683857874,0.757894568505068,0.2511132780763451,0.3536440389747426,0.39969959822294887,0.9716507991009766,9.807295048282258
17,0.2174489458038571,0.5092692804106294,0.17794603932267694,0.06375655395748847,0.9792607257574618,0.8777724138520593,0.4060550955747141,0.37881056453739714,9.903394450933966
18,0.49496990730235835,0.36894604412015064,0.7921660423502903,0.273748831824725,0.46955715862274205,0.7722241988274299,0.7482899904185808,0.8400691961696463,9.24748150420748
19,0.9842760338600323,0.43049356215131107,0.9994793731238131,0.06732033467053233,0.35105280460936494,0.48653583193343175,0.6470960536034754,0.7001651786814269,8.007167345688512
20,0.3257370727570389,0.08949131970105562,0.9785893674785321,0.62519943008369,0.4877580940668097,0.6938735431506933,0.18108571852937838,0.9041553667596013,6.078539074889152
21,0.34836343998480257,0.15379093523422493,0.886176199848558,0.749769675317703,0.2879176332425769,0.01075077668866009,0.2524745441803805,0.7549663776457471,2.215161349226056
22,0.1584661733259659,0.3878195076361526,0.9842138984671105,0.24629175780947965,0.10381213337137063,0.9229873883447043,0.9725852268409702,0.6209118592623372,10.093200591816109
23,0.2851458929694167,0.5975490566336571,0.9049975595358488,0.6707423841563706,0.9385149923430406,0.6205236848721797,0.6206523106372848,0.03560457483174739,9.081412170171873
24,0.016151387179687005,0.5622699678163321,0.7666638769727119,0.02059949643320469,0.8874512584004919,0.2859593298962533,0.08952068939756763,0.4359408109273354,6.315016638843397
25,0.581628581811297,0.28542205295310374,0.5586227252295196,0.9011332009061281,0.5669070615502289,0.6399245919526647,0.27961474549582643,0.20787015957278165,8.091124478991032
26,0.28502669825558025,0.5017111475302047,0.8814007419480946,0.638731894010698,0.23516115262054993,0.37098383380496924,0.15618300987831035,0.22313369462125132,7.3635741840383435
27,0.10294317082147608,0.3189195976369765,0.6164005932376313,0.40753423173161707,0.4517150269947309,0.921098243180943,0.2100803760653589,0.8824215839168671,9.910127344821536
28,0.18725176578887404,0.046790010655208936,0.7724292893419888,0.44236420429307444,0.45913332557782127,0.697159582771844,0.941296349716676,0.44623947359355876,6.007052386721117
29,0.5791163547250804,0.2307764906197537,0.2342801490523504,0.8394169031896211,0.961047428563036,0.8772001595114702,0.9549770293355029,0.721948801102713,9.789602125863254
30,0.9789362460737212,0.18556998103169786,0.4326842771940407,0.5444960635236022,0.07262946407150905,0.4717946291341476,0.18620482391450965,0.4837484761926484,5.219843515855174
31,0.8191473889209668,0.036504543675233925,0.3453709932494431,0.394066900674231,0.9607073612829059,0.44231747211650796,0.4849852027742253,0.14966784876334094,3.13450559436618
32,0.2885453767553279,0.5972970417885457,0.699953103730791,0.7518829965296847,0.012308123835326423,0.38242692089594477,0.2696011046046639,0.7418173982044718,8.138269122378018
33,0.7890081238417379,0.06331320780684635,0.4411555322712397,0.4269934918944104,0.5166293816641733,0.6724580125578198,0.30983421781835285,0.26419648351205005,6.062065229895353
34,0.28298111188192276,0.056032039797450195,0.7436329116117145,0.8818532555692661,0.8628319319366589,0.7131821680186284,0.6132056336848585,0.22732313974314566,7.224489721564015
35,0.1959547548106073,0.2603437957610626,0.213323691705393,0.46461332473255157,0.07973157371671924,0.16825053482147645,0.7610963956018483,0.3039071298444026,3.1436844017774073
36,0.24385803595778088,0.23041191889910684,0.514549466303611,0.5644246725511757,0.6914301466585702,0.6320896963068716,0.6853149039046332,0.8110827123040815,7.0955571364678915
37,0.5176632660267725,0.9638543637288567,0.28053455314063,0.870520397769581,0.9946044019090096,0.9946698786912194,0.3872226857319355,0.8668162924926373,10.279804810418538
38,0.2868690517164173,0.05701040936371271,0.9905569964336735,0.6675564432447858,0.13770009927615656,0.8909730914482421,0.23014415126042864,0.39257294865984516,8.218716009785384
39,0.6068081366130594,0.5312177303188176,0.8059281737293702,0.046082309503054475,0.8316532253849432,0.187206136811485,0.7693451090831195,0.5671319726171866,6.7996467408131815
40,0.7775104688658591,0.07764004412372716,0.8838615965770975,0.8307615649791831,0.16324516397961875,0.7522803272165308,0.48435785249246,0.8236558760426594,7.043370829410571
41,0.03582853105508643,0.02676711286535638,0.22536828327713654,0.46967210721108454,0.16575878281177236,0.7390835563636164,0.31395656684615325,0.6543643208723952,6.06840598868215
42,0.22105992109486383,0.2973969436672601,0.7775991416945596,0.7576458925585279,0.22786107363125285,0.6625728511906018,0.052010440798860746,0.4535769880994559,7.794918879717805
43,0.06722009929711503,0.9439804361343148,0.022114426417971345,0.3960927976434643,0.34950580987212054,0.18205201111451308,0.7261487112643168,0.7236824231705176,8.742270560115557
44,0.6292171449733044,0.3723699385357594,0.6586789255733988,0.6070632604005577,0.41134529655287,0.15831363498787243,0.5308978580811152,0.2358134645533524,4.935923766005941
45,0.7535654595964791,0.9130410731780102,0.9153576715853717,0.15745574725498035,0.2908539805804772,0.82529539665514,0.7332469260553083,0.11866106078983352,11.00490085979968
46,0.39090887744938796,0.05767832957121555,0.857011741496838,0.7897955434156921,0.04757873585509231,0.07718864882764798,0.9619695183898341,0.10394301254736793,1.5686828459874875
47,0.3249344612720265,0.4261362818406492,0.701322436491036,0.6473332431764167,0.1673025086067209,0.966009865147505,0.5802430850889929,0.6321164602963119,11.449934027429693
48,0.6554538594764147,0.35293254971533294,0.4609780133444207,0.2874570126042969,0.8181626195463169,0.32906489559285834,0.7560459502011826,0.04290553522788121,5.400508401824049
49,0.712722506759779,0.2568638121366641,0.8836581129250587,0.28946269356088317,0.25526253650718755,0.15611114645759816,0.6912552890621414,0.7598135201732866,4.372899612666977
50,0.8965095004892898,0.5790494674477457,0.11988380550287081,0.8537421189819063,0.4353653268731992,0.9509372667200188,0.667118909993234,0.1790035649361289,11.178141992981189
51,0.44365261441075865,0.11646051741487662,0.5829788116933862,0.8905258780873643,0.38854504155883973,0.8671614446809719,0.5262684752696791,0.11630985580281783,9.02279264933729
52,0.3732180829890278,0.319632939658566,0.39858550030363715,0.050308245155511355,0.8580084467959733,0.8664126164122273,0.3112034681692475,0.18641059628079382,9.285879148574752
53,0.9233646984481725,0.7201002394194141,0.31765005239599364,0.7377748047238339,0.5559270183425412,0.6773806566905214,0.0074479473000292895,0.5937872875908157,10.953920332549373
54,0.6466461733031111,0.03132297916218796,0.8015228143860902,0.002381969700375297,0.21719038833566207,0.5880993454312675,0.9416944390000558,0.22773014814533687,4.655306866627191
55,0.806089776631597,0.547765211538377,0.9663991164344078,0.997117622641717,0.012458690038157805,0.5702058113762624,0.021026504033347382,0.6400828214008519,10.359257305813719
56,0.0809904811242177,0.7320056441868181,0.05900848892857846,0.09683181075205782,0.7080201589729525,0.5481994679678392,0.7447104366359202,0.012912518867279288,8.718407722277961
57,0.9105717044301508,0.615481493982876,0.2838412994351197,0.44141726496260236,0.41808804128185373,0.7442525957088226,0.841867352575167,0.029454626491511537,10.422516484592139
58,0.8482224867142572,0.980535162930738,0.9505265505465506,0.893044125543208,0.6290580970274924,0.8798030527195456,0.6441514114457297,0.537616345864486,11.523902247848321
59,0.6921946753330066,0.6323246652735015,0.6219941306563694,0.2794926908232357,0.4695352108079638,0.7857256025189293,0.8703362192907135,0.8099455841222769,10.938534141533266
60,0.9682716354654052,0.9144635763850851,0.7975871587490809,0.9205672170535963,0.760939633715388,0.016047411803643996,0.7697187958571597,0.07578141085178369,10.452007210870075
61,0.702245524894632,0.18096791090365394,0.9769742457579393,0.7640922263018093,0.8962823624901064,0.468101612726749,0.2748961141049969,0.4731245044021758,6.015512075175996
62,0.8931548904068407,0.6809805114504613,0.5108712336627416,0.049898818191300154,0.8429792475370426,0.48987020213367405,0.8916028808091995,0.595545421045025,9.094782660165466
63,0.7100972954127384,0.7251842932528263,0.2623708305537188,0.9703259828196342,0.43959255683589216,0.5953311884515585,0.36659353141146156,0.6651682887569855,9.550046185857084
64,0.9904293764488011,0.5450686090144058,0.9665701772503738,0.9238209873031021,0.28800267667517476,0.12060677258831443,0.16680408608822006,0.5563810939206107,6.3009165251279695
65,0.9570963304935461,0.8460692598294667,0.3480422916294862,0.7483811693477073,0.8610205259020758,0.4549976393416232,0.7466998669600704,0.8107963980013253,10.613891762256863
66,0.6477665112202222,0.6508372330809855,0.9603517798248905,0.046522256574500265,0.65236153824557,0.23851989521248362,0.5745457796163645,0.5115991072245645,7.259725453410416
67,0.8408396242584224,0.11929541150508383,0.706733237086298,0.06185570582170552,0.36027868804961294,0.7643310892163174,0.5386370258411851,0.09368998427737274,7.365920564218353
68,0.10398445606290707,0.11157429372854122,0.29088741986727007,0.6236741576957128,0.606641852280149,0.14735084694422362,0.5718373860109427,0.13497621540261318,1.9143260083255984
69,0.018012049686533915,0.09686437206754217,0.8103170548541216,0.07657987438686398,0.7596038478184259,0.004440134410675589,0.18048098556431824,0.8792500100157735,1.2430204287424054
70,0.5487841739167552,0.48749293475481814,0.9666588067005278,0.1719944943809214,0.5862626702440147,0.14835726266765048,0.1153899118750813,0.13583176198966995,5.982416227946268
71,0.4376753540845224,0.08143262455859102,0.06616723401134061,0.1783070072252042,0.11237903543966543,0.7395222496215277,0.41274945298004573,0.08248577221901443,6.458753981415358
72,0.7635670679543939,0.7320513574843966,0.8213725921870653,0.28705016378730586,0.643600750848846,0.011491378316432876,0.5315942051632446,0.3268787232538247,8.24243939012162
73,0.7157565512327575,0.9154303841980976,0.424283323072405,0.7235141506467221,0.7555210928018591,0.9015232484317617,0.2526825218849257,0.804343860338584,10.76724511459514
74,0.44446163919556847,0.5401367846179136,0.4971804718869237,0.5695681990524741,0.23771094379162971,0.5652305896797644,0.2597115748626502,0.7282277810872645,8.382373462593527
75,0.4925984204240249,0.9562994365320663,0.6203259594865295,0.30821469446650107,0.5377404235502526,0.40573493212454725,0.5712182938825671,0.44105508824529926,9.613678551567725
76,0.9534544558855188,0.1629871543716387,0.11839821836988662,0.9687192253130548,0.12641895495724986,0.2010832106538848,0.4626540386595499,0.6572467030341376,3.1857539941576842
77,0.15455153288832302,0.04075815191014398,0.5680141629695561,0.29758339737548234,0.036743858561571474,0.46629046940203867,0.004528306073261601,0.8608945246376721,3.1529073148069715
78,0.5549691897717813,0.10394360492792598,0.24798610507168328,0.17751374147764243,0.9661969703143765,0.7258051718655911,0.9785061395056756,0.9649329799998452,6.624654589433501
79,0.05391386522554609,0.6510073616191026,0.7976154272161287,0.7174816439651297,0.7671462668203126,0.8716427254633585,0.013847414458279972,0.3307027060053336,11.353714732160148
80,0.16477062431299483,0.919410925013595,0.45093281532371077,0.29845657051155206,0.8141044155861588,0.6592154251670722,0.1365343987744536,0.5228828931019647,10.491962839902204
81,0.589722378682552,0.14966383820754503,0.5154093208993151,0.3779304335689534,0.24561434195260745,0.22917050747490542,0.5469349455173671,0.38431464609042487,3.462304832258421
82,0.8261189671532163,0.740749024106954,0.7874033883190885,0.1315367148588139,0.39143235713000435,0.5160089604667114,0.25727021164647823,0.9295937824010296,9.469656654851939
83,0.4863053750339805,0.03578369682430549,0.15927119475307694,0.3727505960292664,0.8467491552105589,0.08796015925682432,0.35224382077636096,0.09100589842650075,1.1959136470446161
84,0.07633581756196317,0.5993511265128196,0.3552021170516406,0.9439152643886422,0.0802626675990612,0.7587108977017468,0.37693958387759585,0.8455035452510666,10.022601871086552
85,0.8953060804551364,0.4639282563031718,0.28985126426368035,0.3025018098796982,0.03138969063693631,0.985619136739924,0.040338053607156144,0.5130959864556103,11.339890453487389
86,0.1698119162266688,0.2690089970759705,0.6536218844608533,0.9981523163838218,0.8383461549889996,0.2682380910628682,0.3374500224466783,0.5280678890866246,4.012642660488897
87,0.011547961307551868,0.4312139379196145,0.1606276118383031,0.04785226145115584,0.866371288232313,0.9377474183477185,0.14754546168517046,0.9633561691395723,9.743921571634994
88,0.5472595610712089,0.37214665562124816,0.7652355677995051,0.16756473260838067,0.4439193960390563,0.8088566499778564,0.8838387174031591,0.3577126028076607,9.38360804199497
89,0.6342342450355243,0.8124397825313455,0.14592806928466906,0.34867233786052987,0.20330322392455935,0.4399222228133337,0.19315858611301673,0.717521455875356,9.528465434470068
90,0.994832200764325,0.4155315277046493,0.9954370709243644,0.18565884848764758,0.0662407979177344,0.5494155838423662,0.7712387987896813,0.7146064944609409,7.666599904003437
91,0.43101427249371704,0.18533754130482794,0.175356539338422,0.06117995391159836,0.2542607324857079,0.6800154535290521,0.05342759583833745,0.9104156412028731,6.688849251149849
92,0.6378814416690651,0.5659553815826276,0.5088672413136844,0.09515240290391147,0.9739125301149569,0.15582232790017136,0.16755003165499693,0.7618879444414207,6.294672998512742
93,0.2202180972205463,0.9382817662010507,0.6082970630041428,0.8389805050584322,0.8328444438323966,0.04221401555714144,0.01814743334866875,0.5331368457675469,9.214618277035388
94,0.16375050880489783,0.8513454443076504,0.8737799746933036,0.16918283168395842,0.21755462641178513,0.5564980577308415,0.5919965755664468,0.2964362425827518,9.881240972871352
95,0.5508130400878454,0.6485292119110857,0.09431085090359703,0.9204248461673402,0.8315842156718244,0.20683850575641993,0.3333583828399681,0.4036132876079017,6.928292762657074
96,0.9231895487044182,0.6552659626309417,0.715750868349666,0.18985368792575075,0.18811731430976375,0.8139236435497175,0.4908041246466893,0.7475299773708909,11.236704164065266
97,0.8523569988692523,0.7040408896092218,0.46246602640975054,0.20978723593880044,0.7459879611041667,0.11588074354757683,0.8059438788878446,0.2123549804305005,7.921065319401087
98,0.10385651141294461,0.9288149899323337,0.9425056665777779,0.9796561100029472,0.4562027382025896,0.39709348849207426,0.6701710856966916,0.5343071503748151,9.742075961668569
99,0.46400488916424776,0.8132114309000795,0.5973485175466894,0.8538571247979755,0.3091564273460814,0.9486988832362256,0.4238490442184051,0.1843839408099548,10.73345509213402
100,0.9889990846659497,0.5590179295910362,0.8405613525762993,0.9259870375097096,0.9958665998581157,0.2867361026631109,0.1959892510166169,0.07103668496464799,7.817525044593929
101,0.45045710668851446,0.5439824913190118,0.8358728958561558,0.018177506591899983,0.27503850477634095,0.8379624362170225,0.10643179591159169,0.2691027737215491,10.443112999307017
102,0.47799185908083874,0.5959879084865953,0.4412048346374121,0.6749922791634998,0.14483159967780002,0.2000864466749186,0.5009207561479585,0.890706864142783,6.421696620075402
103,0.05578654299272012,0.9292134986076263,0.09703382276273276,0.32977417172461165,0.727792137795096,0.7197621148462404,0.2978410236276846,0.20897777203560275,10.004660049138103
104,0.20246880617610508,0.7821816776282897,0.6361077991191192,0.6963298269853454,0.3190301329422046,0.37712439205794823,0.13242451272560385,0.6138656751699739,8.268106821300163
105,0.5668585418530607,0.7675263562784752,0.3965104001075985,0.8789780509689682,0.8923007544493943,0.6526120782682879,0.2913431878308185,0.8893603800904845,10.45402658814884
106,0.7792736254875354,0.468470441977645,0.04439284102126717,0.9403426009088784,0.15018267095887627,0.29698029256688285,0.30619279025778656,0.35275140634810875,6.470138744127918
107,0.8277030410911644,0.7476579656597138,0.8051087059018236,0.5777115813142821,0.1196562469278526,0.28678811995257003,0.8546602130621543,0.36434398421090397,8.887127078790412
