0.354436,-0.318543,-0.192072,-0.476672,14.540587,0.154271,0.77259,5,0.201409
0.435652,0.059567,0.046866,-0.060872,2.477083,3.66278,0.554662,6,0.089686
-0.290439,0.074563,0.41482,-0.08439,1.315656,3.204365,0.562145,2,0.082489
-0.214484,-0.408396,-0.055615,0.516016,0.254159,1.553084,0.925888,8,0.036862
0.344568,-0.370353,-0.440344,-0.486928,2.90979,0.447158,0.410159,5,0.115499
0.162069,0.410159,-0.42366,-0.407023,17.75818,1.987661,0.516016,7,0.399661
0.298389,0.226753,-0.246685,-0.244754,6.131603,2.256315,0.754741,4,0.111826
0.358395,-0.489952,0.32157,0.464318,12.212217,0.226238,0.391036,5,0.198887
-0.223334,-0.052686,0.149382,-0.348877,5.54345,0.454574,0.219228,5,0.027976
0.221992,0.224702,-0.193859,-0.393419,0.289708,0.9296,0.793892,5,0.050571
-0.473819,0.349258,-0.458184,-0.443879,2.644998,2.277028,0.789343,6,0.111826
0.462264,0.423171,0.252715,0.186961,3.379466,3.160818,0.755201,4,0.5472
-0.486259,-0.092049,0.167512,-0.280554,7.505652,1.49408,0.770191,7,0.545447
-0.125515,-0.100177,-0.206052,0.024278,0.722307,2.863057,0.534132,7,0.16937
-0.376958,0.233361,-0.331294,-0.471892,4.743659,5.47853,0.692441,5,0.111826
0.401156,-0.056281,-0.420847,-0.363008,1.937333,1.369794,0.880773,8,0.051068
-0.132289,0.212868,-0.454353,-0.375227,4.196412,0.109852,0.280572,8,0.10101
0.308773,0.02461,0.083177,0.183919,2.40553,0.851756,0.696089,6,0.534558
-0.351594,-0.027379,-0.260416,0.444774,3.431411,4.164676,0.810294,5,0.227698
-0.021525,-0.283242,0.272772,-0.397296,4.87153,4.542643,0.529987,5,0.1547786
-0.364147,0.341756,0.183185,0.052864,0.057353,3.265339,0.492032,8,0.29896
0.35431,-0.478591,-0.245091,0.032371,1.444612,0.794729,0.543055,7,0.002524
0.387194,0.273443,0.357243,-0.020264,0.793951,3.884756,0.494183,6,0.146891
-0.023458,-0.186022,-0.095191,0.090476,2.721567,0.441321,0.499835,5,0.080652
-0.065006,-0.009693,0.033305,0.458349,2.430922,0.114688,0.448035,6,0.012258
-0.167424,0.368259,0.445686,0.202766,4.415701,5.012632,0.952791,8,0.15648
0.354752,-0.313326,-0.438593,0.418223,3.627123,5.132648,0.756089,5,0.54584
0.348987,-0.072578,-0.04225,0.210492,2.146757,3.726002,0.237054,6,0.187735
-0.133422,0.376902,-0.2263,0.108564,0.832982,4.719302,0.471668,8,0.435978
-0.298101,-0.071032,-0.062505,-0.441803,0.431506,1.259573,0.758586,6,0.011522
0.439546,-0.089984,-0.286606,0.199112,3.900647,3.805708,0.550396,7,0.15468
0.247304,-0.431052,0.456784,0.227227,7.753697,0.097519,0.815399,5,0.46848
-0.244823,-0.015832,-0.372977,0.011578,0.004995,0.493505,0.623186,6,0.16488
-0.172181,-0.042378,-0.030116,0.368525,1.84184,1.405922,0.801486,5,0.151305
-0.04125,-0.409735,0.225661,0.364116,5.367476,0.833313,0.902957,6,0.013548
-0.49459,-0.249533,-0.234822,0.376898,7.442448,0.328758,0.6605,6,0.01534
-0.020415,-0.239099,-0.019876,0.003812,0.136204,1.38529,0.555972,5,0.123015
0.357912,-0.04275,-0.058172,-0.275878,0.247997,4.774721,0.770613,8,0.55313
0.428692,0.432247,-0.266865,0.17931,2.416631,1.855348,0.37788,8,0.201936
-0.49228,-0.457836,-0.469984,-0.059132,2.070996,1.367234,0.581549,6,0.057655
-0.490388,-0.277933,-0.05153,0.219603,3.450773,0.067453,0.624003,5,0.026331
0.180142,0.404895,0.097538,-0.051256,2.059079,2.663156,0.516841,5,0.075669
