����,γ��,ҵ��ʱ��,��Ƭ��¼����,��·����,��γ��,�ϳ�վ��,ʵ��վ��
114.03469,22.525232,2014-06-09 09:38,324698219,68·,"114.03469,22.525232",5,11
114.04681299999999,22.595198999999997,2014-06-09 09:42,320770480,68·,"114.046813,22.595199",22,23
114.04681299999999,22.595198999999997,2014-06-09 09:42,321652611,68·,"114.046813,22.595199",22,23
114.04681299999999,22.595198999999997,2014-06-09 09:42,324734088,68·,"114.046813,22.595199",22,23
114.03984799999999,22.608016,2014-06-09 09:46,291141284,68·,"114.039848,22.608016",23,27
114.03984799999999,22.608016,2014-06-09 09:46,293800076,68·,"114.039848,22.608016",23,27
114.03984799999999,22.608016,2014-06-09 09:46,294434052,68·,"114.039848,22.608016",23,27
114.03984799999999,22.608016,2014-06-09 09:46,360390347,68·,"114.039848,22.608016",23,27
113.940605,22.540599,2014-06-09 12:27,320115085,68·,"113.940605,22.540599",6,3
114.04465400000001,22.599288,2014-06-09 13:22,296126553,68·,"114.044654,22.599288",24,25
114.03997,22.640933,2014-06-09 15:16,294859595,68·,"114.03997,22.640933",2,31
114.03997,22.640933,2014-06-09 15:19,329691528,68·,"114.03997,22.640933",2,31
114.05265,22.636804,2014-06-09 11:03,328354754,68·,"114.05265,22.636804",12,33
114.040222,22.640779000000002,2014-06-09 11:07,321385452,68·,"114.040222,22.640779",2,31
114.03941299999998,22.641166000000002,2014-06-09 11:07,329563335,68·,"114.039413,22.641166",2,31
114.03206599999999,22.639432,2014-06-09 11:13,329336996,68·,"114.032066,22.639432",2,31
114.03175300000001,22.63746,2014-06-09 11:13,326108867,68·,"114.031753,22.63746",2,31
114.040733,22.609395000000003,2014-06-09 11:27,360684999,68·,"114.040733,22.609395",19,28
114.07125,22.551,2014-06-09 11:47,700068632,68·,"114.07125,22.551",15,18
114.046646,22.519039000000003,2014-06-09 12:04,293424514,68·,"114.046646,22.519039",8,12
113.94856999999999,22.530099,2014-06-09 13:08,292837478,68·,"113.94857,22.530099",3,5
114.074653,22.542932,2014-06-09 13:39,327528265,68·,"114.074653,22.542932",9,17
114.04557,22.598833,2014-06-09 13:57,325950244,68·,"114.04557,22.598833",24,25
113.94068100000001,22.560582999999998,2014-06-09 17:52,296280531,68·,"113.940681,22.560583",17,2
114.032348,22.640167,2014-06-09 10:19,327152938,68·,"114.032348,22.640167",2,31
114.034851,22.623466,2014-06-09 10:28,322127454,68·,"114.034851,22.623466",10,30
114.05848600000002,22.637849,2014-06-09 14:04,330119161,68·,"114.058486,22.637849",12,33
114.06639799999999,22.659517,2014-06-09 15:16,361278093,68·,"114.066398,22.659517",1,37
113.940353,22.542299,2014-06-09 17:41,23576057,68·,"113.940353,22.542299",6,3
113.940551,22.541133,2014-06-09 17:43,323453449,68·,"113.940551,22.541133",6,3
114.071968,22.654766,2014-06-09 09:41,292922504,68·,"114.071968,22.654766",28,39
114.03903100000001,22.641307,2014-06-09 10:01,327142283,68·,"114.039031,22.641307",2,31
114.061691,22.521764,2014-06-09 11:06,321196871,68·,"114.061691,22.521764",25,14
114.04647,22.5191,2014-06-09 11:11,324999292,68·,"114.04647,22.5191",8,12
114.03932900000001,22.522741,2014-06-09 11:15,327096125,68·,"114.039329,22.522741",5,11
114.05239099999999,22.636951,2014-06-09 10:53,322359534,68·,"114.052391,22.636951",12,33
114.03206599999999,22.639345000000002,2014-06-09 11:01,330703468,68·,"114.032066,22.639345",2,31
114.03216499999999,22.63385,2014-06-09 11:02,326605312,68·,"114.032165,22.63385",10,30
114.071647,22.543216,2014-06-09 11:38,329891218,68·,"114.071647,22.543216",9,17
114.03908500000001,22.52275,2014-06-09 13:20,323701819,68·,"114.039085,22.52275",5,11
114.06296499999999,22.523408,2014-06-09 13:28,20646264,68·,"114.062965,22.523408",25,14
114.03971000000001,22.641084,2014-06-09 15:53,329223349,68·,"114.03971,22.641084",2,31
114.032546,22.62955,2014-06-09 16:07,323634115,68·,"114.032546,22.62955",10,30
114.061325,22.651730999999998,2014-06-09 09:08,660429260,68·,"114.061325,22.651731",13,36
114.03168400000001,22.637847,2014-06-09 09:30,360891291,68·,"114.031684,22.637847",2,31
114.031669,22.637332,2014-06-09 09:30,327395219,68·,"114.031669,22.637332",2,31
114.051391,22.518331,2014-06-09 10:36,294054731,68·,"114.051391,22.518331",8,12
114.04578300000001,22.519332000000002,2014-06-09 10:38,361070240,68·,"114.045783,22.519332",8,12
113.94042900000001,22.549165,2014-06-09 12:05,322067867,68·,"113.940429,22.549165",6,3
114.03961899999999,22.522392,2014-06-09 12:30,327351914,68·,"114.039619,22.522392",5,11
114.035179,22.642452,2014-06-09 13:23,322248496,68·,"114.035179,22.642452",2,31
114.037498,22.616266,2014-06-09 15:15,700265377,68·,"114.037498,22.616266",10,30
113.94041399999999,22.548749,2014-06-09 17:21,20972055,68·,"113.940414,22.548749",6,3
113.940498,22.545099,2014-06-09 17:23,321310620,68·,"113.940498,22.545099",6,3
113.94056699999999,22.540966,2014-06-09 17:24,329265852,68·,"113.940567,22.540966",6,3
113.94506799999999,22.533649,2014-06-09 17:29,281022238,68·,"113.945068,22.533649",29,4
114.03233300000001,22.630899,2014-06-09 09:01,328835610,68·,"114.032333,22.630899",10,30
114.03341599999999,22.627666,2014-06-09 09:02,294438853,68·,"114.033416,22.627666",10,30
114.03534599999999,22.621532000000002,2014-06-09 09:05,326705981,68·,"114.035346,22.621532",10,30
113.9944,22.52712,2014-06-09 11:48,324341065,68·,"113.9944,22.52712",18,7
114.06311699999999,22.655666,2014-06-09 13:12,295016404,68·,"114.063117,22.655666",1,37
114.03955,22.640949,2014-06-09 14:52,294335789,68·,"114.03955,22.640949",2,31
114.064819,22.537916,2014-06-09 15:41,298865092,68·,"114.064819,22.537916",21,15
114.031852,22.6389,2014-06-09 15:13,662240237,68·,"114.031852,22.6389",2,31
114.03495,22.623065,2014-06-09 15:19,296184397,68·,"114.03495,22.623065",10,30
114.07154799999999,22.655033,2014-06-09 10:23,330364774,68·,"114.071548,22.655033",28,39
114.060966,22.638751,2014-06-09 10:33,281027741,68·,"114.060966,22.638751",11,34
114.04205300000001,22.639728,2014-06-09 10:40,296387037,68·,"114.042053,22.639728",2,31
114.03504099999999,22.642528,2014-06-09 10:42,292758793,68·,"114.035041,22.642528",2,31
114.031997,22.639204,2014-06-09 10:45,294206770,68·,"114.031997,22.639204",2,31
114.03751299999999,22.616398999999998,2014-06-09 10:56,322950159,68·,"114.037513,22.616399",10,30
114.075668,22.543291,2014-06-09 11:28,80382156,68·,"114.075668,22.543291",9,17
114.063056,22.527256,2014-06-09 11:37,360886600,68·,"114.063056,22.527256",25,14
114.034927,22.525108,2014-06-09 11:50,292715850,68·,"114.034927,22.525108",5,11
114.03958100000001,22.522396,2014-06-09 13:07,293850682,68·,"114.039581,22.522396",5,11
114.062568,22.5631,2014-06-09 13:34,287057282,68·,"114.062568,22.5631",31,21
113.94056699999999,22.544798999999998,2014-06-09 17:48,290425592,68·,"113.940567,22.544799",6,3
113.94062,22.540848999999998,2014-06-09 17:50,360242730,68·,"113.94062,22.540849",6,3
114.06313300000001,22.537216,2014-06-09 10:38,293550516,68·,"114.063133,22.537216",21,15
114.061866,22.638896,2014-06-09 09:00,293933722,68·,"114.061866,22.638896",11,34
114.057098,22.636966,2014-06-09 09:03,329611825,68·,"114.057098,22.636966",12,33
114.03505700000001,22.622566,2014-06-09 09:26,23375379,68·,"114.035057,22.622566",10,30
114.02424599999999,22.531419,2014-06-09 12:16,294251925,68·,"114.024246,22.531419",26,9
114.051918,22.517955,2014-06-09 12:28,294340920,68·,"114.051918,22.517955",8,12
114.062797,22.655134,2014-06-09 14:29,330174009,68·,"114.062797,22.655134",1,37
114.042602,22.639432,2014-06-09 14:43,280136984,68·,"114.042602,22.639432",2,31
114.036331,22.524366,2014-06-09 17:38,20606937,68·,"114.036331,22.524366",5,11
114.044952,22.519599,2014-06-09 09:21,323296530,68·,"114.044952,22.519599",8,12
113.940605,22.541666,2014-06-09 10:30,361374341,68·,"113.940605,22.541666",6,3
114.062568,22.654808,2014-06-09 14:09,326105643,68·,"114.062568,22.654808",1,37
113.94045200000001,22.548767,2014-06-09 16:26,320768704,68·,"113.940452,22.548767",6,3
113.940551,22.54095,2014-06-09 16:28,323383336,68·,"113.940551,22.54095",6,3
114.063201,22.528417,2014-06-09 17:04,328032417,68·,"114.063201,22.528417",25,14
114.06296499999999,22.537166,2014-06-09 10:41,326344126,68·,"114.062965,22.537166",21,15
114.03926799999999,22.641251999999998,2014-06-09 13:19,329536584,68·,"114.039268,22.641252",2,31
114.03566699999999,22.620891,2014-06-09 13:34,328892128,68·,"114.035667,22.620891",10,30
114.04032099999999,22.605056,2014-06-09 13:42,329718733,68·,"114.040321,22.605056",32,26
114.045425,22.596542000000003,2014-06-09 13:45,20680990,68·,"114.045425,22.596542",33,24
114.06286599999999,22.528667000000002,2014-06-09 14:11,321857675,68·,"114.062866,22.528667",25,14
114.063034,22.537067,2014-06-09 16:36,23152808,68·,"114.063034,22.537067",21,15
114.07579799999999,22.542417,2014-06-09 16:40,293087189,68·,"114.075798,22.542417",9,17
114.06208799999999,22.640775,2014-06-09 17:55,251294297,68·,"114.062088,22.640775",11,34
114.062927,22.525543,2014-06-09 14:19,20446245,68·,"114.062927,22.525543",25,14
113.944999,22.537633,2014-06-09 09:03,329664965,68·,"113.944999,22.537633",29,4
114.076049,22.544649,2014-06-09 14:59,322596445,68·,"114.076049,22.544649",9,17
113.941047,22.539363,2014-06-09 09:50,285070694,68·,"113.941047,22.539363",6,3
114.066528,22.659682999999998,2014-06-09 13:38,50640963,68·,"114.066528,22.659683",1,37
114.065605,22.658601,2014-06-09 13:38,327414943,68·,"114.065605,22.658601",1,37
113.94075,22.540433,2014-06-09 15:09,20520301,68·,"113.94075,22.540433",6,3
114.042984,22.5205,2014-06-09 17:00,50511136,68·,"114.042984,22.5205",8,12
114.03823,22.615382999999998,2014-06-09 17:38,360103036,68·,"114.03823,22.615383",10,30
114.043601,22.520343,2014-06-09 09:48,325069792,68·,"114.043601,22.520343",8,12
114.06294199999999,22.524595,2014-06-09 13:57,151053857,68·,"114.062942,22.524595",25,14
113.94038300000001,22.549132999999998,2014-06-09 15:36,294585052,68·,"113.940383,22.549133",6,3
114.063201,22.537433,2014-06-09 16:20,323866824,68·,"114.063201,22.537433",21,15
114.04153400000001,22.639923,2014-06-09 11:17,327233315,68·,"114.041534,22.639923",2,31
114.06288899999998,22.527275,2014-06-09 12:04,251329050,68·,"114.062889,22.527275",25,14
114.041366,22.64005,2014-06-09 14:40,360942013,68·,"114.041366,22.64005",2,31
114.040603,22.609966,2014-06-09 16:40,321931200,68·,"114.040603,22.609966",19,28
114.04988,22.637783,2014-06-09 11:43,361338773,68·,"114.04988,22.637783",35,32
114.03168400000001,22.636932,2014-06-09 11:53,328724907,68·,"114.031684,22.636932",2,31
113.94791399999998,22.530099,2014-06-09 14:04,660539149,68·,"113.947914,22.530099",3,5
114.06253000000001,22.563467000000003,2014-06-09 14:52,293918716,68·,"114.06253,22.563467",31,21
114.07621699999999,22.544567,2014-06-09 17:37,328689735,68·,"114.076217,22.544567",9,17
114.0317,22.637233,2014-06-09 14:21,290189851,68·,"114.0317,22.637233",2,31
114.07201299999998,22.540433,2014-06-09 17:34,251277264,68·,"114.072013,22.540433",36,16
114.06963300000001,22.551116,2014-06-09 17:52,330637683,68·,"114.069633,22.551116",37,19
113.940444,22.548536,2014-06-09 15:21,329226392,68·,"113.940444,22.548536",6,3
114.062576,22.563283,2014-06-09 16:13,361216540,68·,"114.062576,22.563283",31,21
114.052314,22.636955,2014-06-09 13:09,293395711,68·,"114.052314,22.636955",12,33
114.034782,22.525102,2014-06-09 14:13,293172406,68·,"114.034782,22.525102",5,11
114.04551599999999,22.598782999999997,2014-06-09 16:57,23098193,68·,"114.045516,22.598783",24,25
114.036598,22.618682,2014-06-09 17:04,325977656,68·,"114.036598,22.618682",10,30
114.07141100000001,22.543167,2014-06-09 13:17,360066870,68·,"114.071411,22.543167",9,17
114.07348600000002,22.5429,2014-06-09 15:28,330709302,68·,"114.073486,22.5429",9,17
114.05228400000001,22.636982999999997,2014-06-09 17:41,361557311,68·,"114.052284,22.636983",12,33
114.042266,22.639616,2014-06-09 17:45,327285416,68·,"114.042266,22.639616",2,31
114.038803,22.522867,2014-06-09 09:37,294358707,68·,"114.038803,22.522867",5,11
114.03498799999998,22.623424,2014-06-09 10:14,280857339,68·,"114.034988,22.623424",10,30
114.031745,22.636751,2014-06-09 12:08,20620267,68·,"114.031745,22.636751",2,31
113.94075,22.540232999999997,2014-06-09 13:18,329574734,68·,"113.94075,22.540233",6,3
113.944648,22.539282999999998,2014-06-09 14:14,292499134,68·,"113.944648,22.539283",29,4
114.03347,22.627567000000003,2014-06-09 15:23,361217898,68·,"114.03347,22.627567",10,30
114.04296799999999,22.639139,2014-06-09 10:14,330700173,68·,"114.042968,22.639139",2,31
114.035018,22.642612,2014-06-09 11:38,327090862,68·,"114.035018,22.642612",2,31
114.07166200000002,22.551036,2014-06-09 12:09,23606623,68·,"114.071662,22.551036",15,18
114.02383400000001,22.531482,2014-06-09 13:48,293840335,68·,"114.023834,22.531482",26,9
114.04809499999999,22.518507999999997,2014-06-09 13:54,323413745,68·,"114.048095,22.518508",8,12
114.03507900000001,22.524998999999998,2014-06-09 17:42,20084360,68·,"114.035079,22.524999",5,11
114.062683,22.539316,2014-06-09 09:00,323411594,68·,"114.062683,22.539316",0,37
113.944969,22.538784,2014-06-09 09:42,326516734,68·,"113.944969,22.538784",29,4
114.033004,22.629146,2014-06-09 10:39,80326617,68·,"114.033004,22.629146",10,30
114.030464,22.527214999999998,2014-06-09 15:25,329326535,68·,"114.030464,22.527215",4,10
114.04523400000001,22.598882,2014-06-09 16:06,321158553,68·,"114.045234,22.598882",24,25
114.04053400000001,22.610633,2014-06-09 16:12,361079305,68·,"114.040534,22.610633",19,28
114.036399,22.618883,2014-06-09 16:15,292476391,68·,"114.036399,22.618883",10,30
114.03582,22.620532,2014-06-09 16:16,327381771,68·,"114.03582,22.620532",10,30
114.03838300000001,22.523387,2014-06-09 12:24,320578934,68·,"114.038383,22.523387",5,11
114.036216,22.524496,2014-06-09 13:48,660535423,68·,"114.036216,22.524496",5,11
114.03926799999999,22.522691000000002,2014-06-09 13:51,326294672,68·,"114.039268,22.522691",5,11
114.0382,22.6154,2014-06-09 14:31,327242510,68·,"114.0382,22.6154",10,30
114.03546899999999,22.621799,2014-06-09 14:34,329577142,68·,"114.035469,22.621799",10,30
114.052421,22.636915,2014-06-09 16:15,321439113,68·,"114.052421,22.636915",12,33
114.062675,22.654795999999997,2014-06-09 16:39,324736776,68·,"114.062675,22.654796",1,37
114.03233300000001,22.629282999999997,2014-06-09 17:11,320585303,68·,"114.032333,22.629283",10,30
114.062683,22.523134,2014-06-09 09:01,360105844,68·,"114.062683,22.523134",25,14
114.03656699999999,22.524316,2014-06-09 09:11,20705996,68·,"114.036567,22.524316",5,11
114.032249,22.526683,2014-06-09 09:14,329855482,68·,"114.032249,22.526683",0,37
114.02960900000001,22.528135,2014-06-09 09:16,330826570,68·,"114.029609,22.528135",4,10
113.94488500000001,22.539234,2014-06-09 10:43,20597616,68·,"113.944885,22.539234",29,4
114.076202,22.546332999999997,2014-06-09 11:20,293381751,68·,"114.076202,22.546333",9,17
114.061264,22.649084,2014-06-09 12:17,251132744,68·,"114.061264,22.649084",13,36
114.05986000000001,22.520462,2014-06-09 14:35,326692929,68·,"114.05986,22.520462",25,14
114.04541699999999,22.598917,2014-06-09 17:19,361111839,68·,"114.045417,22.598917",24,25
114.05421399999999,22.636034,2014-06-09 17:49,320555240,68·,"114.054214,22.636034",12,33
113.945198,22.532922,2014-06-09 09:00,360806801,68·,"113.945198,22.532922",29,4
114.035797,22.620348999999997,2014-06-09 10:08,325628227,68·,"114.035797,22.620349",10,30
114.058517,22.637933,2014-06-09 10:25,280620668,68·,"114.058517,22.637933",12,33
114.031745,22.637404999999998,2014-06-09 12:16,361268005,68·,"114.031745,22.637405",2,31
114.03294299999999,22.629035000000002,2014-06-09 12:22,361223317,68·,"114.032943,22.629035",10,30
114.04985,22.63775,2014-06-09 17:10,180056520,68·,"114.04985,22.63775",35,32
114.066032,22.551099,2014-06-09 17:54,320272573,68·,"114.066032,22.551099",20,20
114.03462900000001,22.624584,2014-06-09 11:01,322581438,68·,"114.034629,22.624584",10,30
114.03586499999999,22.620182999999997,2014-06-09 11:55,361036913,68·,"114.035865,22.620183",10,30
114.071952,22.654783,2014-06-09 13:20,251336600,68·,"114.071952,22.654783",28,39
114.06285,22.655321,2014-06-09 13:25,291092199,68·,"114.06285,22.655321",1,37
114.03528500000002,22.642541,2014-06-09 13:40,330700784,68·,"114.035285,22.642541",2,31
114.031631,22.637065,2014-06-09 13:44,293166527,68·,"114.031631,22.637065",2,31
114.029533,22.528232,2014-06-09 14:49,327239926,68·,"114.029533,22.528232",4,10
114.043899,22.520111,2014-06-09 10:30,328380558,68·,"114.043899,22.520111",8,12
114.00796499999998,22.529766,2014-06-09 10:31,680493510,68·,"114.007965,22.529766",0,37
114.075195,22.542816000000002,2014-06-09 12:26,20323305,68·,"114.075195,22.542816",9,17
114.04203000000001,22.521165,2014-06-09 15:28,280351258,68·,"114.04203,22.521165",8,12
113.940498,22.54405,2014-06-09 09:37,296270559,68·,"113.940498,22.54405",6,3
113.940513,22.541048999999997,2014-06-09 09:38,287113096,68·,"113.940513,22.541049",6,3
114.06326200000001,22.536817000000003,2014-06-09 10:18,280732820,68·,"114.063262,22.536817",21,15
114.03338600000001,22.628133,2014-06-09 10:57,291698610,68·,"114.033386,22.628133",10,30
114.037719,22.641834,2014-06-09 12:56,23219315,68·,"114.037719,22.641834",2,31
114.02363500000001,22.531499,2014-06-09 15:36,290485215,68·,"114.023635,22.531499",26,9
114.06508600000001,22.5379,2014-06-09 15:57,322605999,68·,"114.065086,22.5379",21,15
114.062797,22.537082,2014-06-09 09:50,325912477,68·,"114.062797,22.537082",21,15
113.940574,22.541564,2014-06-09 14:27,322980338,68·,"113.940574,22.541564",6,3
114.043617,22.520082000000002,2014-06-09 14:53,660200613,68·,"114.043617,22.520082",8,12
114.05511399999999,22.518566,2014-06-09 14:55,285084581,68·,"114.055114,22.518566",27,13
114.035858,22.620006,2014-06-09 17:46,328298524,68·,"114.035858,22.620006",10,30
114.032028,22.637767,2014-06-09 10:40,325938512,68·,"114.032028,22.637767",2,31
114.039817,22.641059,2014-06-09 12:38,328641267,68·,"114.039817,22.641059",2,31
114.036819,22.523965,2014-06-09 15:20,291471246,68·,"114.036819,22.523965",5,11
114.05778500000001,22.637382000000002,2014-06-09 09:30,361320106,68·,"114.057785,22.637382",12,33
114.03958100000001,22.641067,2014-06-09 09:37,291145344,68·,"114.039581,22.641067",2,31
114.034896,22.642583,2014-06-09 09:39,291232859,68·,"114.034896,22.642583",2,31
114.02988400000001,22.528049,2014-06-09 10:53,328884296,68·,"114.029884,22.528049",4,10
113.94796699999999,22.530117,2014-06-09 12:30,321069557,68·,"113.947967,22.530117",3,5
113.99105,22.525115,2014-06-09 12:35,280176962,68·,"113.99105,22.525115",7,6
114.06313999999999,22.528760000000002,2014-06-09 12:52,290455306,68·,"114.06314,22.52876",25,14
113.94063500000001,22.544798999999998,2014-06-09 17:21,292593959,68·,"113.940635,22.544799",6,3
113.94506799999999,22.533016,2014-06-09 17:26,326799767,68·,"113.945068,22.533016",29,4
114.04053400000001,22.610416,2014-06-09 13:01,322728475,68·,"114.040534,22.610416",19,28
114.074684,22.543266,2014-06-09 15:48,292404060,68·,"114.074684,22.543266",9,17
114.07341699999999,22.5429,2014-06-09 17:43,292388165,68·,"114.073417,22.5429",9,17
114.04528,22.596712,2014-06-09 16:00,20697011,68·,"114.04528,22.596712",33,24
114.06154599999999,22.652182999999997,2014-06-09 10:43,327404723,68·,"114.061546,22.652183",13,36
114.063079,22.537,2014-06-09 13:24,20680911,68·,"114.063079,22.537",21,15
114.0456,22.598733,2014-06-09 13:46,20568212,68·,"114.0456,22.598733",24,25
114.032218,22.63945,2014-06-09 10:14,296370235,68·,"114.032218,22.63945",2,31
114.036231,22.619498999999998,2014-06-09 10:25,322327976,68·,"114.036231,22.619499",10,30
114.03683400000001,22.618049,2014-06-09 10:25,327118311,68·,"114.036834,22.618049",10,30
114.04488300000001,22.597017,2014-06-09 16:07,322513525,68·,"114.044883,22.597017",33,24
113.940818,22.5575,2014-06-09 17:28,295577780,68·,"113.940818,22.5575",17,2
113.991577,22.525468,2014-06-09 17:50,324601107,68·,"113.991577,22.525468",7,6
114.04243400000001,22.639383,2014-06-09 16:00,292205041,68·,"114.042434,22.639383",2,31
114.039451,22.641117,2014-06-09 09:10,329579135,68·,"114.039451,22.641117",2,31
114.032218,22.6399,2014-06-09 09:12,21059649,68·,"114.032218,22.6399",2,31
113.94046000000002,22.548251999999998,2014-06-09 12:31,291663427,68·,"113.94046,22.548252",6,3
114.06124799999999,22.648332,2014-06-09 14:04,23412784,68·,"114.061248,22.648332",13,36
114.068969,22.658117,2014-06-09 15:30,360687324,68·,"114.068969,22.658117",0,37
113.94063500000001,22.560266,2014-06-09 17:43,700255556,68·,"113.940635,22.560266",17,2
113.94056699999999,22.5442,2014-06-09 17:54,290624269,68·,"113.940567,22.5442",6,3
114.06278200000001,22.536932999999998,2014-06-09 12:20,23441735,68·,"114.062782,22.536933",21,15
114.07225,22.6546,2014-06-09 14:30,292567746,68·,"114.07225,22.6546",28,39
114.05836399999998,22.63775,2014-06-09 14:42,293699623,68·,"114.058364,22.63775",12,33
114.03598000000001,22.619583,2014-06-09 15:05,327118672,68·,"114.03598,22.619583",10,30
114.062347,22.522233,2014-06-09 17:05,329864519,68·,"114.062347,22.522233",25,14
114.06316299999999,22.528717,2014-06-09 17:07,325803487,68·,"114.063163,22.528717",25,14
114.036064,22.619382,2014-06-09 09:10,327255146,68·,"114.036064,22.619382",10,30
114.042533,22.6394,2014-06-09 13:05,700171301,68·,"114.042533,22.6394",2,31
114.06313300000001,22.537384,2014-06-09 15:48,326915537,68·,"114.063133,22.537384",21,15
114.02976899999999,22.528116,2014-06-09 09:10,327482425,68·,"114.029769,22.528116",4,10
114.03649899999999,22.618865,2014-06-09 11:45,323461880,68·,"114.036499,22.618865",10,30
114.057952,22.637582000000002,2014-06-09 13:43,322768183,68·,"114.057952,22.637582",12,33
114.039451,22.641149,2014-06-09 13:51,294348042,68·,"114.039451,22.641149",2,31
114.035697,22.642467,2014-06-09 13:53,328843874,68·,"114.035697,22.642467",2,31
114.074279,22.543117000000002,2014-06-09 14:38,321828661,68·,"114.074279,22.543117",9,17
113.94511399999999,22.533666,2014-06-09 15:12,330161206,68·,"113.945114,22.533666",29,4
114.03386599999999,22.626916,2014-06-09 17:19,292032900,68·,"114.033866,22.626916",10,30
114.03751299999999,22.616332999999997,2014-06-09 12:52,294302977,68·,"114.037513,22.616333",10,30
114.02983,22.528133,2014-06-09 13:40,329559556,68·,"114.02983,22.528133",4,10
114.059417,22.52005,2014-06-09 15:01,293919802,68·,"114.059417,22.52005",25,14
114.07354699999999,22.542865,2014-06-09 15:12,80261703,68·,"114.073547,22.542865",9,17
114.029983,22.52745,2014-06-09 09:46,293827874,68·,"114.029983,22.52745",4,10
113.947433,22.530348999999998,2014-06-09 10:23,330277681,68·,"113.947433,22.530349",3,5
114.045433,22.596532,2014-06-09 14:02,296106347,68·,"114.045433,22.596532",33,24
114.043029,22.52045,2014-06-09 16:04,291297625,68·,"114.043029,22.52045",8,12
113.94053600000001,22.54075,2014-06-09 09:15,326872575,68·,"113.940536,22.54075",6,3
113.94791399999998,22.530082,2014-06-09 09:22,291127673,68·,"113.947914,22.530082",3,5
114.03935200000001,22.522516,2014-06-09 09:38,20959852,68·,"114.039352,22.522516",5,11
114.051666,22.518016,2014-06-09 09:44,291634696,68·,"114.051666,22.518016",8,12
114.07163200000001,22.543167,2014-06-09 13:08,296048647,68·,"114.071632,22.543167",9,17
114.029716,22.528164999999998,2014-06-09 09:54,292475705,68·,"114.029716,22.528165",4,10
114.035202,22.621833,2014-06-09 11:59,251181844,68·,"114.035202,22.621833",10,30
114.061279,22.649175,2014-06-09 12:26,251217148,68·,"114.061279,22.649175",13,36
114.06118000000001,22.643333,2014-06-09 14:00,296149813,68·,"114.06118,22.643333",39,35
114.04951399999999,22.6378,2014-06-09 14:09,322451622,68·,"114.049514,22.6378",35,32
114.03808500000001,22.641666,2014-06-09 14:12,326655609,68·,"114.038085,22.641666",2,31
114.04049599999999,22.610349,2014-06-09 14:27,325794166,68·,"114.040496,22.610349",19,28
